"","date","product_type_web","weight","rain","avg_temp","year","weekday","weekend","month","quarter"
"5427",2018-01-28,"Salad Cheese",1.4,7.4,"5.9",2018,1,TRUE,1,1
"5428",2018-01-28,"Salad Cheese",1.4,7.4,"5.9",2018,1,TRUE,1,1
"5429",2018-01-28,"Salad Cheese",1.4,7.4,"5.9",2018,1,TRUE,1,1
"5430",2018-01-28,"Salad Cheese",1.4,7.4,"5.9",2018,1,TRUE,1,1
"5431",2018-01-28,"Salad Lettuce",1.25,7.4,"5.9",2018,1,TRUE,1,1
"5432",2018-01-28,"Salad Lettuce",1.25,7.4,"5.9",2018,1,TRUE,1,1
"5433",2018-01-28,"Salad Lettuce",1.25,7.4,"5.9",2018,1,TRUE,1,1
"5434",2018-01-28,"Salad Lettuce",1.25,7.4,"5.9",2018,1,TRUE,1,1
"5435",2018-01-28,"Salad Pasta & Grains",3.5,7.4,"5.9",2018,1,TRUE,1,1
"5436",2018-01-28,"Salad Pasta & Grains",3.5,7.4,"5.9",2018,1,TRUE,1,1
"5437",2018-01-28,"Salad Pasta & Grains",3.5,7.4,"5.9",2018,1,TRUE,1,1
"5438",2018-01-28,"Salad Pasta & Grains",3.5,7.4,"5.9",2018,1,TRUE,1,1
"5439",2018-01-28,"Salad Proteins",1.75,7.4,"5.9",2018,1,TRUE,1,1
"5440",2018-01-28,"Salad Proteins",1.75,7.4,"5.9",2018,1,TRUE,1,1
"5441",2018-01-28,"Salad Proteins",1.75,7.4,"5.9",2018,1,TRUE,1,1
"5442",2018-01-28,"Salad Proteins",1.75,7.4,"5.9",2018,1,TRUE,1,1
"5443",2018-01-28,"Salad Vegetables",4,7.4,"5.9",2018,1,TRUE,1,1
"5444",2018-01-28,"Salad Vegetables",4,7.4,"5.9",2018,1,TRUE,1,1
"5445",2018-01-28,"Salad Vegetables",4,7.4,"5.9",2018,1,TRUE,1,1
"5446",2018-01-28,"Salad Vegetables",4,7.4,"5.9",2018,1,TRUE,1,1
"5447",2018-01-28,"Salad Cheese",7,7.4,"5.9",2018,1,TRUE,1,1
"5448",2018-01-28,"Salad Cheese",7,7.4,"5.9",2018,1,TRUE,1,1
"5449",2018-01-28,"Salad Cheese",7,7.4,"5.9",2018,1,TRUE,1,1
"5450",2018-01-28,"Salad Cheese",7,7.4,"5.9",2018,1,TRUE,1,1
"5451",2018-01-28,"Salad Lettuce",4.5,7.4,"5.9",2018,1,TRUE,1,1
"5452",2018-01-28,"Salad Lettuce",4.5,7.4,"5.9",2018,1,TRUE,1,1
"5453",2018-01-28,"Salad Lettuce",4.5,7.4,"5.9",2018,1,TRUE,1,1
"5454",2018-01-28,"Salad Lettuce",4.5,7.4,"5.9",2018,1,TRUE,1,1
"5455",2018-01-28,"Salad Pasta & Grains",7.5,7.4,"5.9",2018,1,TRUE,1,1
"5456",2018-01-28,"Salad Pasta & Grains",7.5,7.4,"5.9",2018,1,TRUE,1,1
"5457",2018-01-28,"Salad Pasta & Grains",7.5,7.4,"5.9",2018,1,TRUE,1,1
"5458",2018-01-28,"Salad Pasta & Grains",7.5,7.4,"5.9",2018,1,TRUE,1,1
"5459",2018-01-28,"Salad Proteins",9.95,7.4,"5.9",2018,1,TRUE,1,1
"5460",2018-01-28,"Salad Proteins",9.95,7.4,"5.9",2018,1,TRUE,1,1
"5461",2018-01-28,"Salad Proteins",9.95,7.4,"5.9",2018,1,TRUE,1,1
"5462",2018-01-28,"Salad Proteins",9.95,7.4,"5.9",2018,1,TRUE,1,1
"5463",2018-01-28,"Salad Vegetables",24.6,7.4,"5.9",2018,1,TRUE,1,1
"5464",2018-01-28,"Salad Vegetables",24.6,7.4,"5.9",2018,1,TRUE,1,1
"5465",2018-01-28,"Salad Vegetables",24.6,7.4,"5.9",2018,1,TRUE,1,1
"5466",2018-01-28,"Salad Vegetables",24.6,7.4,"5.9",2018,1,TRUE,1,1
"5467",2018-01-29,"Salad Accompaniments",1.8,7.8,"4",2018,2,FALSE,1,1
"5468",2018-01-29,"Salad Accompaniments",1.8,7.8,"4.0",2018,2,FALSE,1,1
"5469",2018-01-29,"Salad Accompaniments",1.8,7.8,"4",2018,2,FALSE,1,1
"5470",2018-01-29,"Salad Accompaniments",1.8,7.8,"4.0",2018,2,FALSE,1,1
"5471",2018-01-29,"Salad Cheese",3.2,7.8,"4",2018,2,FALSE,1,1
"5472",2018-01-29,"Salad Cheese",3.2,7.8,"4.0",2018,2,FALSE,1,1
"5473",2018-01-29,"Salad Cheese",3.2,7.8,"4",2018,2,FALSE,1,1
"5474",2018-01-29,"Salad Cheese",3.2,7.8,"4.0",2018,2,FALSE,1,1
"5475",2018-01-29,"Salad Fruit",1.6,7.8,"4",2018,2,FALSE,1,1
"5476",2018-01-29,"Salad Fruit",1.6,7.8,"4.0",2018,2,FALSE,1,1
"5477",2018-01-29,"Salad Fruit",1.6,7.8,"4",2018,2,FALSE,1,1
"5478",2018-01-29,"Salad Fruit",1.6,7.8,"4.0",2018,2,FALSE,1,1
"5479",2018-01-29,"Salad Lettuce",5.5,7.8,"4",2018,2,FALSE,1,1
"5480",2018-01-29,"Salad Lettuce",5.5,7.8,"4.0",2018,2,FALSE,1,1
"5481",2018-01-29,"Salad Lettuce",5.5,7.8,"4",2018,2,FALSE,1,1
"5482",2018-01-29,"Salad Lettuce",5.5,7.8,"4.0",2018,2,FALSE,1,1
"5483",2018-01-29,"Salad Pasta & Grains",13.4,7.8,"4",2018,2,FALSE,1,1
"5484",2018-01-29,"Salad Pasta & Grains",13.4,7.8,"4.0",2018,2,FALSE,1,1
"5485",2018-01-29,"Salad Pasta & Grains",13.4,7.8,"4",2018,2,FALSE,1,1
"5486",2018-01-29,"Salad Pasta & Grains",13.4,7.8,"4.0",2018,2,FALSE,1,1
"5487",2018-01-29,"Salad Proteins",16.75,7.8,"4",2018,2,FALSE,1,1
"5488",2018-01-29,"Salad Proteins",16.75,7.8,"4.0",2018,2,FALSE,1,1
"5489",2018-01-29,"Salad Proteins",16.75,7.8,"4",2018,2,FALSE,1,1
"5490",2018-01-29,"Salad Proteins",16.75,7.8,"4.0",2018,2,FALSE,1,1
"5491",2018-01-29,"Salad Vegetables",9.45,7.8,"4",2018,2,FALSE,1,1
"5492",2018-01-29,"Salad Vegetables",9.45,7.8,"4.0",2018,2,FALSE,1,1
"5493",2018-01-29,"Salad Vegetables",9.45,7.8,"4",2018,2,FALSE,1,1
"5494",2018-01-29,"Salad Vegetables",9.45,7.8,"4.0",2018,2,FALSE,1,1
"5495",2018-01-29,"Salad Accompaniments",9.8,7.8,"4",2018,2,FALSE,1,1
"5496",2018-01-29,"Salad Accompaniments",9.8,7.8,"4.0",2018,2,FALSE,1,1
"5497",2018-01-29,"Salad Accompaniments",9.8,7.8,"4",2018,2,FALSE,1,1
"5498",2018-01-29,"Salad Accompaniments",9.8,7.8,"4.0",2018,2,FALSE,1,1
"5499",2018-01-29,"Salad Cheese",19.2,7.8,"4",2018,2,FALSE,1,1
"5500",2018-01-29,"Salad Cheese",19.2,7.8,"4.0",2018,2,FALSE,1,1
"5501",2018-01-29,"Salad Cheese",19.2,7.8,"4",2018,2,FALSE,1,1
"5502",2018-01-29,"Salad Cheese",19.2,7.8,"4.0",2018,2,FALSE,1,1
"5503",2018-01-29,"Salad Fruit",6.4,7.8,"4",2018,2,FALSE,1,1
"5504",2018-01-29,"Salad Fruit",6.4,7.8,"4.0",2018,2,FALSE,1,1
"5505",2018-01-29,"Salad Fruit",6.4,7.8,"4",2018,2,FALSE,1,1
"5506",2018-01-29,"Salad Fruit",6.4,7.8,"4.0",2018,2,FALSE,1,1
"5507",2018-01-29,"Salad Lettuce",21,7.8,"4",2018,2,FALSE,1,1
"5508",2018-01-29,"Salad Lettuce",21,7.8,"4.0",2018,2,FALSE,1,1
"5509",2018-01-29,"Salad Lettuce",21,7.8,"4",2018,2,FALSE,1,1
"5510",2018-01-29,"Salad Lettuce",21,7.8,"4.0",2018,2,FALSE,1,1
"5511",2018-01-29,"Salad Pasta & Grains",72.2,7.8,"4",2018,2,FALSE,1,1
"5512",2018-01-29,"Salad Pasta & Grains",72.2,7.8,"4.0",2018,2,FALSE,1,1
"5513",2018-01-29,"Salad Pasta & Grains",72.2,7.8,"4",2018,2,FALSE,1,1
"5514",2018-01-29,"Salad Pasta & Grains",72.2,7.8,"4.0",2018,2,FALSE,1,1
"5515",2018-01-29,"Salad Proteins",81.65,7.8,"4",2018,2,FALSE,1,1
"5516",2018-01-29,"Salad Proteins",81.65,7.8,"4.0",2018,2,FALSE,1,1
"5517",2018-01-29,"Salad Proteins",81.65,7.8,"4",2018,2,FALSE,1,1
"5518",2018-01-29,"Salad Proteins",81.65,7.8,"4.0",2018,2,FALSE,1,1
"5519",2018-01-29,"Salad Vegetables",46.5,7.8,"4",2018,2,FALSE,1,1
"5520",2018-01-29,"Salad Vegetables",46.5,7.8,"4.0",2018,2,FALSE,1,1
"5521",2018-01-29,"Salad Vegetables",46.5,7.8,"4",2018,2,FALSE,1,1
"5522",2018-01-29,"Salad Vegetables",46.5,7.8,"4.0",2018,2,FALSE,1,1
"5523",2018-01-30,"Salad Accompaniments",3.2,1.1,"2.7",2018,3,FALSE,1,1
"5524",2018-01-30,"Salad Accompaniments",3.2,1.1,"2.7",2018,3,FALSE,1,1
"5525",2018-01-30,"Salad Accompaniments",3.2,1.1,"2.7",2018,3,FALSE,1,1
"5526",2018-01-30,"Salad Accompaniments",3.2,1.1,"2.7",2018,3,FALSE,1,1
"5527",2018-01-30,"Salad Cheese",3.1,1.1,"2.7",2018,3,FALSE,1,1
"5528",2018-01-30,"Salad Cheese",3.1,1.1,"2.7",2018,3,FALSE,1,1
"5529",2018-01-30,"Salad Cheese",3.1,1.1,"2.7",2018,3,FALSE,1,1
"5530",2018-01-30,"Salad Cheese",3.1,1.1,"2.7",2018,3,FALSE,1,1
"5531",2018-01-30,"Salad Lettuce",4.75,1.1,"2.7",2018,3,FALSE,1,1
"5532",2018-01-30,"Salad Lettuce",4.75,1.1,"2.7",2018,3,FALSE,1,1
"5533",2018-01-30,"Salad Lettuce",4.75,1.1,"2.7",2018,3,FALSE,1,1
"5534",2018-01-30,"Salad Lettuce",4.75,1.1,"2.7",2018,3,FALSE,1,1
"5535",2018-01-30,"Salad Pasta & Grains",9.95,1.1,"2.7",2018,3,FALSE,1,1
"5536",2018-01-30,"Salad Pasta & Grains",9.95,1.1,"2.7",2018,3,FALSE,1,1
"5537",2018-01-30,"Salad Pasta & Grains",9.95,1.1,"2.7",2018,3,FALSE,1,1
"5538",2018-01-30,"Salad Pasta & Grains",9.95,1.1,"2.7",2018,3,FALSE,1,1
"5539",2018-01-30,"Salad Proteins",9.15,1.1,"2.7",2018,3,FALSE,1,1
"5540",2018-01-30,"Salad Proteins",9.15,1.1,"2.7",2018,3,FALSE,1,1
"5541",2018-01-30,"Salad Proteins",9.15,1.1,"2.7",2018,3,FALSE,1,1
"5542",2018-01-30,"Salad Proteins",9.15,1.1,"2.7",2018,3,FALSE,1,1
"5543",2018-01-30,"Salad Vegetables",14.65,1.1,"2.7",2018,3,FALSE,1,1
"5544",2018-01-30,"Salad Vegetables",14.65,1.1,"2.7",2018,3,FALSE,1,1
"5545",2018-01-30,"Salad Vegetables",14.65,1.1,"2.7",2018,3,FALSE,1,1
"5546",2018-01-30,"Salad Vegetables",14.65,1.1,"2.7",2018,3,FALSE,1,1
"5547",2018-01-30,"Salad Accompaniments",17.6,1.1,"2.7",2018,3,FALSE,1,1
"5548",2018-01-30,"Salad Accompaniments",17.6,1.1,"2.7",2018,3,FALSE,1,1
"5549",2018-01-30,"Salad Accompaniments",17.6,1.1,"2.7",2018,3,FALSE,1,1
"5550",2018-01-30,"Salad Accompaniments",17.6,1.1,"2.7",2018,3,FALSE,1,1
"5551",2018-01-30,"Salad Cheese",17.2,1.1,"2.7",2018,3,FALSE,1,1
"5552",2018-01-30,"Salad Cheese",17.2,1.1,"2.7",2018,3,FALSE,1,1
"5553",2018-01-30,"Salad Cheese",17.2,1.1,"2.7",2018,3,FALSE,1,1
"5554",2018-01-30,"Salad Cheese",17.2,1.1,"2.7",2018,3,FALSE,1,1
"5555",2018-01-30,"Salad Lettuce",16.5,1.1,"2.7",2018,3,FALSE,1,1
"5556",2018-01-30,"Salad Lettuce",16.5,1.1,"2.7",2018,3,FALSE,1,1
"5557",2018-01-30,"Salad Lettuce",16.5,1.1,"2.7",2018,3,FALSE,1,1
"5558",2018-01-30,"Salad Lettuce",16.5,1.1,"2.7",2018,3,FALSE,1,1
"5559",2018-01-30,"Salad Pasta & Grains",38.45,1.1,"2.7",2018,3,FALSE,1,1
"5560",2018-01-30,"Salad Pasta & Grains",38.45,1.1,"2.7",2018,3,FALSE,1,1
"5561",2018-01-30,"Salad Pasta & Grains",38.45,1.1,"2.7",2018,3,FALSE,1,1
"5562",2018-01-30,"Salad Pasta & Grains",38.45,1.1,"2.7",2018,3,FALSE,1,1
"5563",2018-01-30,"Salad Proteins",43.95,1.1,"2.7",2018,3,FALSE,1,1
"5564",2018-01-30,"Salad Proteins",43.95,1.1,"2.7",2018,3,FALSE,1,1
"5565",2018-01-30,"Salad Proteins",43.95,1.1,"2.7",2018,3,FALSE,1,1
"5566",2018-01-30,"Salad Proteins",43.95,1.1,"2.7",2018,3,FALSE,1,1
"5567",2018-01-30,"Salad Vegetables",66.5,1.1,"2.7",2018,3,FALSE,1,1
"5568",2018-01-30,"Salad Vegetables",66.5,1.1,"2.7",2018,3,FALSE,1,1
"5569",2018-01-30,"Salad Vegetables",66.5,1.1,"2.7",2018,3,FALSE,1,1
"5570",2018-01-30,"Salad Vegetables",66.5,1.1,"2.7",2018,3,FALSE,1,1
"5571",2018-01-31,"Salad Accompaniments",8.6,13.8,"4",2018,4,FALSE,1,1
"5572",2018-01-31,"Salad Accompaniments",8.6,13.8,"4.0",2018,4,FALSE,1,1
"5573",2018-01-31,"Salad Accompaniments",8.6,13.8,"4",2018,4,FALSE,1,1
"5574",2018-01-31,"Salad Accompaniments",8.6,13.8,"4.0",2018,4,FALSE,1,1
"5575",2018-01-31,"Salad Cheese",4.8,13.8,"4",2018,4,FALSE,1,1
"5576",2018-01-31,"Salad Cheese",4.8,13.8,"4.0",2018,4,FALSE,1,1
"5577",2018-01-31,"Salad Cheese",4.8,13.8,"4",2018,4,FALSE,1,1
"5578",2018-01-31,"Salad Cheese",4.8,13.8,"4.0",2018,4,FALSE,1,1
"5579",2018-01-31,"Salad Dressing",7.5,13.8,"4",2018,4,FALSE,1,1
"5580",2018-01-31,"Salad Dressing",7.5,13.8,"4.0",2018,4,FALSE,1,1
"5581",2018-01-31,"Salad Dressing",7.5,13.8,"4",2018,4,FALSE,1,1
"5582",2018-01-31,"Salad Dressing",7.5,13.8,"4.0",2018,4,FALSE,1,1
"5583",2018-01-31,"Salad Fruit",1.6,13.8,"4",2018,4,FALSE,1,1
"5584",2018-01-31,"Salad Fruit",1.6,13.8,"4.0",2018,4,FALSE,1,1
"5585",2018-01-31,"Salad Fruit",1.6,13.8,"4",2018,4,FALSE,1,1
"5586",2018-01-31,"Salad Fruit",1.6,13.8,"4.0",2018,4,FALSE,1,1
"5587",2018-01-31,"Salad Lettuce",5.75,13.8,"4",2018,4,FALSE,1,1
"5588",2018-01-31,"Salad Lettuce",5.75,13.8,"4.0",2018,4,FALSE,1,1
"5589",2018-01-31,"Salad Lettuce",5.75,13.8,"4",2018,4,FALSE,1,1
"5590",2018-01-31,"Salad Lettuce",5.75,13.8,"4.0",2018,4,FALSE,1,1
"5591",2018-01-31,"Salad Pasta & Grains",18.7,13.8,"4",2018,4,FALSE,1,1
"5592",2018-01-31,"Salad Pasta & Grains",18.7,13.8,"4.0",2018,4,FALSE,1,1
"5593",2018-01-31,"Salad Pasta & Grains",18.7,13.8,"4",2018,4,FALSE,1,1
"5594",2018-01-31,"Salad Pasta & Grains",18.7,13.8,"4.0",2018,4,FALSE,1,1
"5595",2018-01-31,"Salad Proteins",22.45,13.8,"4",2018,4,FALSE,1,1
"5596",2018-01-31,"Salad Proteins",22.45,13.8,"4.0",2018,4,FALSE,1,1
"5597",2018-01-31,"Salad Proteins",22.45,13.8,"4",2018,4,FALSE,1,1
"5598",2018-01-31,"Salad Proteins",22.45,13.8,"4.0",2018,4,FALSE,1,1
"5599",2018-01-31,"Salad Vegetables",9.9,13.8,"4",2018,4,FALSE,1,1
"5600",2018-01-31,"Salad Vegetables",9.9,13.8,"4.0",2018,4,FALSE,1,1
"5601",2018-01-31,"Salad Vegetables",9.9,13.8,"4",2018,4,FALSE,1,1
"5602",2018-01-31,"Salad Vegetables",9.9,13.8,"4.0",2018,4,FALSE,1,1
"5603",2018-01-31,"Salad Accompaniments",47,13.8,"4",2018,4,FALSE,1,1
"5604",2018-01-31,"Salad Accompaniments",47,13.8,"4.0",2018,4,FALSE,1,1
"5605",2018-01-31,"Salad Accompaniments",47,13.8,"4",2018,4,FALSE,1,1
"5606",2018-01-31,"Salad Accompaniments",47,13.8,"4.0",2018,4,FALSE,1,1
"5607",2018-01-31,"Salad Cheese",27.4,13.8,"4",2018,4,FALSE,1,1
"5608",2018-01-31,"Salad Cheese",27.4,13.8,"4.0",2018,4,FALSE,1,1
"5609",2018-01-31,"Salad Cheese",27.4,13.8,"4",2018,4,FALSE,1,1
"5610",2018-01-31,"Salad Cheese",27.4,13.8,"4.0",2018,4,FALSE,1,1
"5611",2018-01-31,"Salad Dressing",22.5,13.8,"4",2018,4,FALSE,1,1
"5612",2018-01-31,"Salad Dressing",22.5,13.8,"4.0",2018,4,FALSE,1,1
"5613",2018-01-31,"Salad Dressing",22.5,13.8,"4",2018,4,FALSE,1,1
"5614",2018-01-31,"Salad Dressing",22.5,13.8,"4.0",2018,4,FALSE,1,1
"5615",2018-01-31,"Salad Fruit",6.4,13.8,"4",2018,4,FALSE,1,1
"5616",2018-01-31,"Salad Fruit",6.4,13.8,"4.0",2018,4,FALSE,1,1
"5617",2018-01-31,"Salad Fruit",6.4,13.8,"4",2018,4,FALSE,1,1
"5618",2018-01-31,"Salad Fruit",6.4,13.8,"4.0",2018,4,FALSE,1,1
"5619",2018-01-31,"Salad Lettuce",20.5,13.8,"4",2018,4,FALSE,1,1
"5620",2018-01-31,"Salad Lettuce",20.5,13.8,"4.0",2018,4,FALSE,1,1
"5621",2018-01-31,"Salad Lettuce",20.5,13.8,"4",2018,4,FALSE,1,1
"5622",2018-01-31,"Salad Lettuce",20.5,13.8,"4.0",2018,4,FALSE,1,1
"5623",2018-01-31,"Salad Pasta & Grains",79.5,13.8,"4",2018,4,FALSE,1,1
"5624",2018-01-31,"Salad Pasta & Grains",79.5,13.8,"4.0",2018,4,FALSE,1,1
"5625",2018-01-31,"Salad Pasta & Grains",79.5,13.8,"4",2018,4,FALSE,1,1
"5626",2018-01-31,"Salad Pasta & Grains",79.5,13.8,"4.0",2018,4,FALSE,1,1
"5627",2018-01-31,"Salad Proteins",110.35,13.8,"4",2018,4,FALSE,1,1
"5628",2018-01-31,"Salad Proteins",110.35,13.8,"4.0",2018,4,FALSE,1,1
"5629",2018-01-31,"Salad Proteins",110.35,13.8,"4",2018,4,FALSE,1,1
"5630",2018-01-31,"Salad Proteins",110.35,13.8,"4.0",2018,4,FALSE,1,1
"5631",2018-01-31,"Salad Vegetables",48.8,13.8,"4",2018,4,FALSE,1,1
"5632",2018-01-31,"Salad Vegetables",48.8,13.8,"4.0",2018,4,FALSE,1,1
"5633",2018-01-31,"Salad Vegetables",48.8,13.8,"4",2018,4,FALSE,1,1
"5634",2018-01-31,"Salad Vegetables",48.8,13.8,"4.0",2018,4,FALSE,1,1
"5635",2018-02-01,"Salad Accompaniments",2.6,4.2,"2.9",2018,5,FALSE,2,1
"5636",2018-02-01,"Salad Cheese",3.1,4.2,"2.9",2018,5,FALSE,2,1
"5637",2018-02-01,"Salad Fruit",1.6,4.2,"2.9",2018,5,FALSE,2,1
"5638",2018-02-01,"Salad Lettuce",3.5,4.2,"2.9",2018,5,FALSE,2,1
"5639",2018-02-01,"Salad Pasta & Grains",18.65,4.2,"2.9",2018,5,FALSE,2,1
"5640",2018-02-01,"Salad Proteins",9.05,4.2,"2.9",2018,5,FALSE,2,1
"5641",2018-02-01,"Salad Vegetables",10.6,4.2,"2.9",2018,5,FALSE,2,1
"5642",2018-02-01,"Salad Accompaniments",14.6,4.2,"2.9",2018,5,FALSE,2,1
"5643",2018-02-01,"Salad Cheese",17.2,4.2,"2.9",2018,5,FALSE,2,1
"5644",2018-02-01,"Salad Fruit",6.4,4.2,"2.9",2018,5,FALSE,2,1
"5645",2018-02-01,"Salad Lettuce",12.5,4.2,"2.9",2018,5,FALSE,2,1
"5646",2018-02-01,"Salad Pasta & Grains",64.95,4.2,"2.9",2018,5,FALSE,2,1
"5647",2018-02-01,"Salad Proteins",42.95,4.2,"2.9",2018,5,FALSE,2,1
"5648",2018-02-01,"Salad Vegetables",65.5,4.2,"2.9",2018,5,FALSE,2,1
"5649",2018-02-02,"Salad Accompaniments",1.6,0.4,"-2.3",2018,6,FALSE,2,1
"5650",2018-02-02,"Salad Cheese",1.4,0.4,"-2.3",2018,6,FALSE,2,1
"5651",2018-02-02,"Salad Lettuce",2.75,0.4,"-2.3",2018,6,FALSE,2,1
"5652",2018-02-02,"Salad Pasta & Grains",12,0.4,"-2.3",2018,6,FALSE,2,1
"5653",2018-02-02,"Salad Proteins",12.65,0.4,"-2.3",2018,6,FALSE,2,1
"5654",2018-02-02,"Salad Vegetables",8.2,0.4,"-2.3",2018,6,FALSE,2,1
"5655",2018-02-02,"Salad Accompaniments",8,0.4,"-2.3",2018,6,FALSE,2,1
"5656",2018-02-02,"Salad Cheese",7,0.4,"-2.3",2018,6,FALSE,2,1
"5657",2018-02-02,"Salad Lettuce",10,0.4,"-2.3",2018,6,FALSE,2,1
"5658",2018-02-02,"Salad Pasta & Grains",43,0.4,"-2.3",2018,6,FALSE,2,1
"5659",2018-02-02,"Salad Proteins",62.25,0.4,"-2.3",2018,6,FALSE,2,1
"5660",2018-02-02,"Salad Vegetables",45.7,0.4,"-2.3",2018,6,FALSE,2,1
"5661",2018-02-03,"Salad Accompaniments",1.8,0.1,"-3.0",2018,7,TRUE,2,1
"5662",2018-02-03,"Salad Cheese",1.7,0.1,"-3.0",2018,7,TRUE,2,1
"5663",2018-02-03,"Salad Fruit",1.6,0.1,"-3.0",2018,7,TRUE,2,1
"5664",2018-02-03,"Salad Lettuce",1.25,0.1,"-3.0",2018,7,TRUE,2,1
"5665",2018-02-03,"Salad Pasta & Grains",3.7,0.1,"-3.0",2018,7,TRUE,2,1
"5666",2018-02-03,"Salad Proteins",2.7,0.1,"-3.0",2018,7,TRUE,2,1
"5667",2018-02-03,"Salad Vegetables",1.7,0.1,"-3.0",2018,7,TRUE,2,1
"5668",2018-02-03,"Salad Accompaniments",9.8,0.1,"-3.0",2018,7,TRUE,2,1
"5669",2018-02-03,"Salad Cheese",10.2,0.1,"-3.0",2018,7,TRUE,2,1
"5670",2018-02-03,"Salad Fruit",6.4,0.1,"-3.0",2018,7,TRUE,2,1
"5671",2018-02-03,"Salad Lettuce",4.5,0.1,"-3.0",2018,7,TRUE,2,1
"5672",2018-02-03,"Salad Pasta & Grains",21.5,0.1,"-3.0",2018,7,TRUE,2,1
"5673",2018-02-03,"Salad Proteins",11.5,0.1,"-3.0",2018,7,TRUE,2,1
"5674",2018-02-03,"Salad Vegetables",6.8,0.1,"-3.0",2018,7,TRUE,2,1
"5675",2018-02-04,"Salad Accompaniments",1,0,"-3.3",2018,1,TRUE,2,1
"5676",2018-02-04,"Salad Lettuce",2.25,0,"-3.3",2018,1,TRUE,2,1
"5677",2018-02-04,"Salad Pasta & Grains",6,0,"-3.3",2018,1,TRUE,2,1
"5678",2018-02-04,"Salad Proteins",6.55,0,"-3.3",2018,1,TRUE,2,1
"5679",2018-02-04,"Salad Vegetables",7.7,0,"-3.3",2018,1,TRUE,2,1
"5680",2018-02-04,"Salad Accompaniments",5,0,"-3.3",2018,1,TRUE,2,1
"5681",2018-02-04,"Salad Lettuce",8,0,"-3.3",2018,1,TRUE,2,1
"5682",2018-02-04,"Salad Pasta & Grains",20,0,"-3.3",2018,1,TRUE,2,1
"5683",2018-02-04,"Salad Proteins",29.85,0,"-3.3",2018,1,TRUE,2,1
"5684",2018-02-04,"Salad Vegetables",39.3,0,"-3.3",2018,1,TRUE,2,1
"5685",2018-02-05,"Salad Accompaniments",0.8,0,"-6.1",2018,2,FALSE,2,1
"5686",2018-02-05,"Salad Cheese",1.7,0,"-6.1",2018,2,FALSE,2,1
"5687",2018-02-05,"Salad Lettuce",5.5,0,"-6.1",2018,2,FALSE,2,1
"5688",2018-02-05,"Salad Pasta & Grains",7.95,0,"-6.1",2018,2,FALSE,2,1
"5689",2018-02-05,"Salad Proteins",8.15,0,"-6.1",2018,2,FALSE,2,1
"5690",2018-02-05,"Salad Vegetables",8.9,0,"-6.1",2018,2,FALSE,2,1
"5691",2018-02-05,"Salad Accompaniments",4.8,0,"-6.1",2018,2,FALSE,2,1
"5692",2018-02-05,"Salad Cheese",10.2,0,"-6.1",2018,2,FALSE,2,1
"5693",2018-02-05,"Salad Lettuce",19.5,0,"-6.1",2018,2,FALSE,2,1
"5694",2018-02-05,"Salad Pasta & Grains",38.45,0,"-6.1",2018,2,FALSE,2,1
"5695",2018-02-05,"Salad Proteins",41.35,0,"-6.1",2018,2,FALSE,2,1
"5696",2018-02-05,"Salad Vegetables",40.7,0,"-6.1",2018,2,FALSE,2,1
"5697",2018-02-06,"Salad Accompaniments",3,0.3,"-2.6",2018,3,FALSE,2,1
"5698",2018-02-06,"Salad Cheese",3.1,0.3,"-2.6",2018,3,FALSE,2,1
"5699",2018-02-06,"Salad Dressing",1.25,0.3,"-2.6",2018,3,FALSE,2,1
"5700",2018-02-06,"Salad Fruit",1.6,0.3,"-2.6",2018,3,FALSE,2,1
"5701",2018-02-06,"Salad Lettuce",2,0.3,"-2.6",2018,3,FALSE,2,1
"5702",2018-02-06,"Salad Pasta & Grains",9.95,0.3,"-2.6",2018,3,FALSE,2,1
"5703",2018-02-06,"Salad Proteins",11.5,0.3,"-2.6",2018,3,FALSE,2,1
"5704",2018-02-06,"Salad Vegetables",4.9,0.3,"-2.6",2018,3,FALSE,2,1
"5705",2018-02-06,"Salad Accompaniments",15,0.3,"-2.6",2018,3,FALSE,2,1
"5706",2018-02-06,"Salad Cheese",17.2,0.3,"-2.6",2018,3,FALSE,2,1
"5707",2018-02-06,"Salad Dressing",2.5,0.3,"-2.6",2018,3,FALSE,2,1
"5708",2018-02-06,"Salad Fruit",6.4,0.3,"-2.6",2018,3,FALSE,2,1
"5709",2018-02-06,"Salad Lettuce",7.5,0.3,"-2.6",2018,3,FALSE,2,1
"5710",2018-02-06,"Salad Pasta & Grains",39.25,0.3,"-2.6",2018,3,FALSE,2,1
"5711",2018-02-06,"Salad Proteins",53.9,0.3,"-2.6",2018,3,FALSE,2,1
"5712",2018-02-06,"Salad Vegetables",30.1,0.3,"-2.6",2018,3,FALSE,2,1
"5713",2018-02-07,"Salad Accompaniments",4.4,2.9,"-0.6",2018,4,FALSE,2,1
"5714",2018-02-07,"Salad Cheese",5.9,2.9,"-0.6",2018,4,FALSE,2,1
"5715",2018-02-07,"Salad Fruit",1.6,2.9,"-0.6",2018,4,FALSE,2,1
"5716",2018-02-07,"Salad Lettuce",4.75,2.9,"-0.6",2018,4,FALSE,2,1
"5717",2018-02-07,"Salad Pasta & Grains",9.45,2.9,"-0.6",2018,4,FALSE,2,1
"5718",2018-02-07,"Salad Proteins",12.95,2.9,"-0.6",2018,4,FALSE,2,1
